date,website_visits,revenue,temperature,sales_volume,customer_count,day_of_week,month,quarter,is_holiday
2022-02-19,72.8,1333.82,28.709904918310528,77,48.800000000000004,Saturday,2,1,0
2022-02-20,79.8,1446.75,27.73907832371176,90,58.400000000000006,Sunday,2,1,0
2022-02-21,113.0,1296.27,35.40824149402159,96,67.0,Monday,2,1,0
2022-02-22,109.0,1379.43,33.182853775989436,82,65.0,Tuesday,2,1,0
2022-02-23,109.0,1475.34,32.2332907147201,93,61.0,Wednesday,2,1,0
2022-02-24,108.0,1412.63,34.74005268940847,86,63.0,Thursday,2,1,0
2022-02-25,109.0,1377.42,30.504399745266237,81,63.0,Friday,2,1,0
2022-02-26,74.89999999999999,1287.4,32.10331224536403,77,49.6,Saturday,2,1,0
2022-02-27,79.1,1434.54,34.37226348598351,83,54.400000000000006,Sunday,2,1,0
2022-02-28,116.0,1485.26,36.824429779758496,89,62.0,Monday,2,1,0
2022-03-01,115.0,1427.43,30.40466856290899,91,65.0,Tuesday,3,1,1
2022-03-02,107.0,1348.63,35.437491766499164,92,64.0,Wednesday,3,1,0
2022-03-03,105.0,1386.89,33.77015640590009,88,63.0,Thursday,3,1,0
2022-03-04,130.0,1576.79,33.45920702773829,99,77.0,Friday,3,1,0
2022-03-05,74.89999999999999,1284.3,33.24034676592049,88,51.2,Saturday,3,1,0
2022-03-06,81.89999999999999,1497.37,30.605309680564105,102,55.2,Sunday,3,1,0
2022-03-07,120.0,1519.37,35.415620869721444,105,72.0,Monday,3,1,0
2022-03-08,113.0,1461.83,32.03575304081432,89,69.0,Tuesday,3,1,0
2022-03-09,74.0,956.73,31.547733339695228,64,46.0,Wednesday,3,1,0
2022-03-10,107.0,1312.64,35.580800169954315,93,62.0,Thursday,3,1,0
2022-03-11,105.0,1338.12,35.48683124356266,77,66.0,Friday,3,1,0
2022-03-12,78.39999999999999,1347.14,34.16112853399095,87,54.400000000000006,Saturday,3,1,0
2022-03-13,84.0,1485.82,36.25263703091922,107,60.800000000000004,Sunday,3,1,0
2022-03-14,116.0,1477.59,37.03167386665521,91,74.0,Monday,3,1,0
2022-03-15,118.0,1461.65,36.87830374258983,80,67.0,Tuesday,3,1,0
2022-03-16,102.0,1392.92,33.28313221085719,81,58.0,Wednesday,3,1,0
2022-03-17,109.0,1271.11,36.44149124592189,93,68.0,Thursday,3,1,0
2022-03-18,108.0,1323.78,34.90588944223234,87,60.0,Friday,3,1,0
2022-03-19,77.69999999999999,1339.53,37.999463495214165,92,56.800000000000004,Saturday,3,1,0
2022-03-20,81.19999999999999,1415.77,34.36092686619054,98,55.2,Sunday,3,1,0
2022-03-21,111.0,1353.55,33.9518529924883,87,68.0,Monday,3,1,0
2022-03-22,114.0,1352.63,33.489275692889926,88,68.0,Tuesday,3,1,0
2022-03-23,111.0,,35.1431634559566,90,62.0,Wednesday,3,1,0
2022-03-24,112.0,1368.65,35.741387744549336,90,70.0,Thursday,3,1,0
2022-03-25,107.0,1342.07,35.81882861036062,86,72.0,Friday,3,1,0
2022-03-26,77.0,1350.76,35.57982292250024,88,51.2,Saturday,3,1,0
2022-03-27,80.5,1398.92,36.253721995893244,88,54.400000000000006,Sunday,3,1,0
2022-03-28,120.0,1582.85,34.49232183082209,100,64.0,Monday,3,1,0
2022-03-29,116.0,,33.21371218497643,95,73.0,Tuesday,3,1,0
2022-03-30,109.0,1264.58,33.05599760317983,80,68.0,Wednesday,3,1,0
2022-03-31,109.0,1265.03,36.93823503162656,85,60.0,Thursday,3,1,1
2022-04-01,109.0,1412.74,35.936821476445175,88,59.0,Friday,4,2,0
2022-04-02,80.5,1416.54,31.28810771786013,90,50.400000000000006,Saturday,4,2,0
2022-04-03,79.8,1346.62,37.192457840542964,95,56.800000000000004,Sunday,4,2,0
2022-04-04,116.0,1507.77,38.754550576023746,93,72.0,Monday,4,2,0
2022-04-05,114.0,1427.97,33.5521390067558,92,65.0,Tuesday,4,2,0
2022-04-06,106.0,1337.91,35.642151227286064,83,65.0,Wednesday,4,2,0
2022-04-07,109.0,1398.16,34.00434356005617,77,66.0,Thursday,4,2,0
2022-04-08,109.0,1303.09,36.18487789254828,77,65.0,Friday,4,2,0
2022-04-09,79.1,1326.4,32.568833044237955,93,56.0,Saturday,4,2,0
2022-04-10,81.19999999999999,1526.97,34.72613688748332,94,52.800000000000004,Sunday,4,2,0
2022-04-11,113.0,1343.9,36.795433852306395,93,71.0,Monday,4,2,0
2022-04-12,114.0,1358.14,37.2636172037216,92,66.0,Tuesday,4,2,0
2022-04-13,109.0,1316.78,35.60019624367163,89,71.0,Wednesday,4,2,0
2022-04-14,105.0,1420.78,34.01976094501852,89,60.0,Thursday,4,2,0
2022-04-15,108.0,1377.46,31.458946997616767,89,64.0,Friday,4,2,0
2022-04-16,79.8,1470.98,33.07101391935139,96,54.400000000000006,Saturday,4,2,0
2022-04-17,85.39999999999999,1536.79,33.58521444224051,99,58.400000000000006,Sunday,4,2,0
2022-04-18,118.0,1444.56,33.06164378044773,93,72.0,Monday,4,2,0
2022-04-19,142.0,1807.36,34.50528928713892,115,81.0,Tuesday,4,2,1
2022-04-20,110.0,1298.9,33.62722277852502,84,66.0,Wednesday,4,2,0
2022-04-21,102.0,1218.67,34.575821041270096,80,62.0,Thursday,4,2,0
2022-04-22,108.0,1392.76,36.55320159144412,88,64.0,Friday,4,2,0
2022-04-23,79.1,1339.97,33.247204634506936,91,55.2,Saturday,4,2,0
2022-04-24,86.8,1536.93,31.20241659167447,98,56.0,Sunday,4,2,0
2022-04-25,117.0,1451.24,32.46862341867788,86,69.0,Monday,4,2,0
2022-04-26,115.0,1416.2,34.93899866421309,96,67.0,Tuesday,4,2,0
2022-04-27,110.0,1277.7,35.0234170998953,92,65.0,Wednesday,4,2,0
2022-04-28,75.0,907.37,34.37136328786848,68,49.0,Thursday,4,2,0
2022-04-29,112.0,1355.27,36.0483184861344,92,71.0,Friday,4,2,0
2022-04-30,79.8,1438.17,32.957789577685396,92,57.6,Saturday,4,2,0
2022-05-01,82.6,1485.29,37.31457514247086,90,56.0,Sunday,5,2,0
2022-05-02,114.0,1446.27,34.722435124286235,99,71.0,Monday,5,2,0
2022-05-03,118.0,1445.74,27.911031541340268,96,71.0,Tuesday,5,2,0
2022-05-04,106.0,1345.52,36.42743488877253,85,63.0,Wednesday,5,2,0
2022-05-05,109.0,,31.15646010110456,86,65.0,Thursday,5,2,1
2022-05-06,114.0,1339.64,30.482791331603522,90,74.0,Friday,5,2,0
2022-05-07,76.3,1242.68,33.45538227835953,90,55.2,Saturday,5,2,0
2022-05-08,79.8,1398.39,28.784653782700698,86,56.800000000000004,Sunday,5,2,0
2022-05-09,117.0,1421.82,30.719622701892014,102,70.0,Monday,5,2,0
2022-05-10,112.0,1441.58,35.070720973056325,97,67.0,Tuesday,5,2,0
2022-05-11,105.0,1275.21,32.91138364929404,82,64.0,Wednesday,5,2,0
2022-05-12,107.0,1347.21,33.26236115398318,81,62.0,Thursday,5,2,0
2022-05-13,104.0,1342.84,30.159549655516887,73,65.0,Friday,5,2,0
2022-05-14,79.1,1373.27,28.228724967957504,84,52.0,Saturday,5,2,0
2022-05-15,78.39999999999999,1418.03,32.5478484649322,93,55.2,Sunday,5,2,0
2022-05-16,121.0,1556.78,32.820179766261276,98,65.0,Monday,5,2,0
2022-05-17,111.0,1322.33,32.551864931488566,91,65.0,Tuesday,5,2,0
2022-05-18,108.0,1347.37,31.019036793899968,77,71.0,Wednesday,5,2,0
2022-05-19,108.0,1319.6,28.482645044689004,85,68.0,Thursday,5,2,0
2022-05-20,103.0,1229.17,35.10512141247641,89,66.0,Friday,5,2,0
2022-05-21,77.69999999999999,1313.38,30.998930729087203,88,52.0,Saturday,5,2,1
2022-05-22,82.6,1418.76,29.49838535979074,88,56.800000000000004,Sunday,5,2,0
2022-05-23,110.0,1382.77,29.31114933110064,88,70.0,Monday,5,2,0
2022-05-24,113.0,1331.3,29.750276320912636,87,70.0,Tuesday,5,2,0
2022-05-25,109.0,1331.55,31.388534720750535,89,67.0,Wednesday,5,2,0
2022-05-26,107.0,1384.14,29.424074252652975,86,69.0,Thursday,5,2,0
2022-05-27,102.0,1300.92,30.554667615379437,85,58.0,Friday,5,2,0
2022-05-28,74.19999999999999,1296.27,28.930644786466075,79,50.400000000000006,Saturday,5,2,0
2022-05-29,80.5,1523.81,28.190796610484753,90,51.2,Sunday,5,2,0
2022-05-30,115.0,1536.16,29.483169879685686,98,66.0,Monday,5,2,0
2022-05-31,112.0,1405.79,29.189979150059187,83,71.0,Tuesday,5,2,0
2022-06-01,108.0,1228.93,27.424514415607522,82,62.0,Wednesday,6,2,0
2022-06-02,102.0,1322.86,26.043446881261048,83,64.0,Thursday,6,2,0
2022-06-03,106.0,1208.6,28.001165011115546,86,68.0,Friday,6,2,0
2022-06-04,77.0,1446.7,27.24808547721935,85,52.0,Saturday,6,2,0
2022-06-05,77.69999999999999,1436.6,25.753227215572252,87,54.400000000000006,Sunday,6,2,1
2022-06-06,119.0,1578.38,24.947721314432485,98,74.0,Monday,6,2,0
2022-06-07,112.0,1415.07,27.221062935637782,94,64.0,Tuesday,6,2,0
2022-06-08,103.0,1265.7,27.26599643436092,77,60.0,Wednesday,6,2,0
2022-06-09,105.0,1295.12,25.209612602164007,86,60.0,Thursday,6,2,0
2022-06-10,101.0,1239.57,24.531918584042316,89,59.0,Friday,6,2,0
2022-06-11,77.0,1429.22,23.791713809169213,88,54.400000000000006,Saturday,6,2,0
2022-06-12,80.5,1476.91,25.975552196054,87,53.6,Sunday,6,2,0
2022-06-13,110.0,1383.47,23.360364269743826,83,66.0,Monday,6,2,0
2022-06-14,113.0,1372.74,29.20639344897574,89,64.0,Tuesday,6,2,0
2022-06-15,107.0,1463.73,23.65796938851381,90,68.0,Wednesday,6,2,0
2022-06-16,105.0,1357.7,19.38118638448359,84,61.0,Thursday,6,2,0
2022-06-17,109.0,1282.85,23.92310208380257,88,70.0,Friday,6,2,0
2022-06-18,74.19999999999999,1303.72,23.588030168668894,80,51.2,Saturday,6,2,0
2022-06-19,76.3,1404.17,25.70708099518443,92,48.800000000000004,Sunday,6,2,0
2022-06-20,109.0,1322.83,23.80841219915636,81,65.0,Monday,6,2,0
2022-06-21,106.0,1347.58,21.31204877632296,83,61.0,Tuesday,6,2,0
2022-06-22,104.0,1349.24,22.153613066877075,86,64.0,Wednesday,6,2,0
2022-06-23,103.0,1112.37,23.127107243159944,72,61.0,Thursday,6,2,0
2022-06-24,103.0,1284.26,17.887978501437136,83,62.0,Friday,6,2,0
2022-06-25,76.3,1353.94,24.63913360663229,82,51.2,Saturday,6,2,0
2022-06-26,77.0,1353.32,20.043452947179915,88,51.2,Sunday,6,2,0
2022-06-27,115.0,1453.3,24.28327817011328,90,66.0,Monday,6,2,0
2022-06-28,107.0,1371.05,21.977089781107495,96,67.0,Tuesday,6,2,0
2022-06-29,112.0,1401.17,22.193963963102824,87,66.0,Wednesday,6,2,0
2022-06-30,102.0,1261.21,22.975962138612125,91,60.0,Thursday,6,2,0
2022-07-01,99.0,1266.19,21.56551857898815,82,59.0,Friday,7,3,0
2022-07-02,71.39999999999999,1276.05,21.50704204908773,78,47.2,Saturday,7,3,0
2022-07-03,77.0,1367.37,19.574404156105658,90,52.0,Sunday,7,3,0
2022-07-04,109.0,1297.08,20.389570454265716,86,66.0,Monday,7,3,0
2022-07-05,109.0,1284.1,18.212338496907073,88,62.0,Tuesday,7,3,0
2022-07-06,104.0,1230.6,18.44279426089236,79,60.0,Wednesday,7,3,0
2022-07-07,99.0,1254.98,22.801546449716437,88,64.0,Thursday,7,3,1
2022-07-08,98.0,1218.36,16.998642824468288,83,58.0,Friday,7,3,0
2022-07-09,70.0,1170.31,18.66694772353883,80,46.400000000000006,Saturday,7,3,0
2022-07-10,74.89999999999999,1363.76,18.329020820850705,94,48.0,Sunday,7,3,0
2022-07-11,111.0,1459.32,17.224904705261235,89,69.0,Monday,7,3,0
2022-07-12,106.0,1300.99,18.620183704215968,91,61.0,Tuesday,7,3,0
2022-07-13,98.0,1133.11,18.51650694767724,78,59.0,Wednesday,7,3,0
2022-07-14,99.0,1202.33,15.231893332989912,81,54.0,Thursday,7,3,0
2022-07-15,100.0,1298.77,17.033577089360413,80,63.0,Friday,7,3,0
2022-07-16,70.0,1282.99,14.414398754132488,81,51.2,Saturday,7,3,0
2022-07-17,74.89999999999999,1295.47,17.90551272317571,87,52.800000000000004,Sunday,7,3,0
2022-07-18,108.0,1424.4,16.431758643057908,83,60.0,Monday,7,3,0
2022-07-19,101.0,1335.17,15.994972682452472,79,63.0,Tuesday,7,3,0
2022-07-20,101.0,1231.43,16.90113837094279,80,58.0,Wednesday,7,3,0
2022-07-21,99.0,1203.0,14.786124895410643,81,56.0,Thursday,7,3,0
2022-07-22,102.0,1240.49,16.920639011604983,81,60.0,Friday,7,3,0
2022-07-23,73.5,1290.85,12.952607144541908,90,49.6,Saturday,7,3,0
2022-07-24,71.39999999999999,1319.75,17.431675841462706,86,48.0,Sunday,7,3,0
2022-07-25,104.0,1320.4,13.26612195457599,82,66.0,Monday,7,3,0
2022-07-26,105.0,1362.01,10.737274316193437,91,69.0,Tuesday,7,3,0
2022-07-27,101.0,1295.92,13.235987902760762,90,56.0,Wednesday,7,3,0
2022-07-28,98.0,1312.59,12.774353735751424,68,57.0,Thursday,7,3,0
2022-07-29,109.0,1309.53,12.75325118251214,92,66.0,Friday,7,3,0
2022-07-30,72.1,1305.73,13.657749740497803,79,48.800000000000004,Saturday,7,3,0
2022-07-31,75.6,1246.5,15.161206856662066,91,52.800000000000004,Sunday,7,3,0
2022-08-01,109.0,1293.05,12.355260347621089,93,68.0,Monday,8,3,0
2022-08-02,105.0,1308.46,11.130735820034221,80,65.0,Tuesday,8,3,0
2022-08-03,98.0,1241.12,10.038391355792752,69,60.0,Wednesday,8,3,0
2022-08-04,98.0,1220.1,11.134914492042972,83,64.0,Thursday,8,3,0
2022-08-05,94.0,1149.98,8.077771726247818,76,52.0,Friday,8,3,0
2022-08-06,70.0,1226.38,10.18770725147544,71,51.2,Saturday,8,3,0
2022-08-07,72.1,,13.913107722183794,95,48.0,Sunday,8,3,0
2022-08-08,105.0,1296.69,9.567845493732893,87,66.0,Monday,8,3,0
2022-08-09,109.0,1451.88,12.264159348805876,91,62.0,Tuesday,8,3,0
2022-08-10,92.0,1191.7,8.348588425886767,81,53.0,Wednesday,8,3,0
2022-08-11,97.0,1235.47,14.141291350996156,75,60.0,Thursday,8,3,0
2022-08-12,91.0,1077.45,14.074641843064168,73,49.0,Friday,8,3,0
2022-08-13,68.6,1274.24,11.384641278215803,72,49.6,Saturday,8,3,0
2022-08-14,74.89999999999999,1308.91,13.991172365372389,82,54.400000000000006,Sunday,8,3,0
2022-08-15,104.0,1246.27,10.529278705061792,86,63.0,Monday,8,3,0
2022-08-16,98.0,1253.77,11.166765685158005,70,59.0,Tuesday,8,3,0
2022-08-17,95.0,1116.89,11.968706641277878,73,54.0,Wednesday,8,3,0
2022-08-18,96.0,1165.5,9.622506666956935,72,60.0,Thursday,8,3,0
2022-08-19,93.0,1161.15,5.979722940933522,75,57.0,Friday,8,3,0
2022-08-20,70.0,1355.83,10.487042756529934,83,45.6,Saturday,8,3,0
2022-08-21,72.1,1251.93,7.793317010148838,86,48.800000000000004,Sunday,8,3,0
2022-08-22,102.0,1248.23,7.77322960225185,86,61.0,Monday,8,3,0
2022-08-23,107.0,1377.74,8.998714949398341,93,63.0,Tuesday,8,3,0
2022-08-24,98.0,1167.34,9.37355450919094,82,55.0,Wednesday,8,3,0
2022-08-25,88.0,1116.89,8.382809330513448,80,55.0,Thursday,8,3,0
2022-08-26,95.0,1249.1,9.19907301568944,77,56.0,Friday,8,3,0
2022-08-27,67.19999999999999,1189.58,6.36254596938842,76,46.400000000000006,Saturday,8,3,0
2022-08-28,73.5,1361.0,7.543116143453012,87,48.800000000000004,Sunday,8,3,0
2022-08-29,101.0,1273.79,9.182619048057434,80,62.0,Monday,8,3,0
2022-08-30,100.0,1213.46,10.889658467434364,89,61.0,Tuesday,8,3,0
2022-08-31,97.0,1208.31,11.460320351404526,84,62.0,Wednesday,8,3,0
2022-09-01,96.0,1178.17,7.9405611194126795,80,59.0,Thursday,9,3,0
2022-09-02,90.0,1126.63,8.625610819462704,73,54.0,Friday,9,3,0
2022-09-03,67.89999999999999,1219.28,10.78359591721538,76,44.800000000000004,Saturday,9,3,0
2022-09-04,70.0,1283.99,5.357511980288115,84,50.400000000000006,Sunday,9,3,0
2022-09-05,101.0,1284.75,7.841266150778423,75,60.0,Monday,9,3,0
2022-09-06,105.0,1194.02,8.005205377519538,92,63.0,Tuesday,9,3,0
2022-09-07,97.0,1204.92,9.254899566681601,77,58.0,Wednesday,9,3,0
2022-09-08,89.0,1037.5,3.9795876885123684,73,52.0,Thursday,9,3,0
2022-09-09,96.0,1192.45,4.273820337928409,73,57.0,Friday,9,3,0
2022-09-10,72.8,1293.61,6.098255442685368,87,54.400000000000006,Saturday,9,3,0
2022-09-11,73.5,1356.17,6.717931864618358,81,48.0,Sunday,9,3,0
2022-09-12,98.0,1221.84,8.119343895975689,82,56.0,Monday,9,3,0
2022-09-13,98.0,1240.94,6.824023212966274,82,63.0,Tuesday,9,3,0
2022-09-14,99.0,1278.74,5.4056341565266655,76,58.0,Wednesday,9,3,0
2022-09-15,90.0,1192.32,6.465137558097278,67,53.0,Thursday,9,3,0
2022-09-16,95.0,1179.77,6.162309331806672,84,60.0,Friday,9,3,0
2022-09-17,70.0,1251.68,8.982531913009607,79,44.800000000000004,Saturday,9,3,0
2022-09-18,69.3,1232.34,5.760388616880814,80,49.6,Sunday,9,3,0
2022-09-19,102.0,1249.16,4.603787351743117,84,61.0,Monday,9,3,0
2022-09-20,90.0,1084.59,6.21438495402968,66,55.0,Tuesday,9,3,0
2022-09-21,92.0,1038.27,5.661695725973209,76,57.0,Wednesday,9,3,0
2022-09-22,92.0,1093.12,2.07665697427137,74,53.0,Thursday,9,3,0
2022-09-23,90.0,1032.76,5.145632201843529,69,57.0,Friday,9,3,0
2022-09-24,71.39999999999999,1341.36,4.938138856764576,76,48.0,Saturday,9,3,0
2022-09-25,67.89999999999999,1222.11,4.018948065405924,81,47.2,Sunday,9,3,0
2022-09-26,101.0,1255.69,7.14934199110604,86,64.0,Monday,9,3,0
2022-09-27,100.0,1213.85,3.482715449495161,81,64.0,Tuesday,9,3,1
2022-09-28,100.0,1246.3,5.945633848397325,72,59.0,Wednesday,9,3,0
2022-09-29,88.0,1060.92,4.7234331391065805,65,54.0,Thursday,9,3,0
2022-09-30,97.0,1221.8,5.223720754913777,75,57.0,Friday,9,3,0
2022-10-01,68.6,1231.31,5.8255232066638465,86,52.800000000000004,Saturday,10,4,0
2022-10-02,68.6,1187.95,2.384859901847611,78,48.800000000000004,Sunday,10,4,0
2022-10-03,104.0,1253.57,5.385827236917991,81,63.0,Monday,10,4,0
2022-10-04,100.0,1302.42,9.58733521661646,72,61.0,Tuesday,10,4,0
2022-10-05,94.0,1167.9,1.9072842769829506,72,57.0,Wednesday,10,4,0
2022-10-06,93.0,1123.27,4.921398355886071,68,57.0,Thursday,10,4,0
2022-10-07,93.0,1139.31,7.303324154112696,69,55.0,Friday,10,4,0
2022-10-08,68.6,1175.43,5.684737141347689,79,46.400000000000006,Saturday,10,4,0
2022-10-09,72.8,1292.62,6.486500315214425,81,49.6,Sunday,10,4,0
2022-10-10,107.0,1384.9,0.39270817728593155,94,61.0,Monday,10,4,0
2022-10-11,96.0,1202.88,6.378408854734257,82,60.0,Tuesday,10,4,0
2022-10-12,102.0,1395.31,3.700788510210282,79,59.0,Wednesday,10,4,0
2022-10-13,87.0,1111.92,5.890546716366604,65,49.0,Thursday,10,4,0
2022-10-14,94.0,1182.7,5.262908519477972,82,56.0,Friday,10,4,0
2022-10-15,70.0,1203.21,9.933773395762078,88,48.0,Saturday,10,4,0
2022-10-16,72.1,1274.88,6.530154490310998,71,50.400000000000006,Sunday,10,4,0
2022-10-17,101.0,1226.91,5.27548218547297,81,59.0,Monday,10,4,0
2022-10-18,100.0,1140.22,2.5496008940207133,79,59.0,Tuesday,10,4,0
2022-10-19,95.0,1233.25,5.883807153850112,79,59.0,Wednesday,10,4,0
2022-10-20,92.0,1122.52,7.364746951671992,83,57.0,Thursday,10,4,0
2022-10-21,97.0,1177.12,5.638187444165761,75,60.0,Friday,10,4,0
2022-10-22,70.0,1257.11,4.873182758948323,69,48.0,Saturday,10,4,0
2022-10-23,70.69999999999999,1282.79,4.828703407034002,83,48.800000000000004,Sunday,10,4,0
2022-10-24,106.0,1314.03,7.137691417073538,92,65.0,Monday,10,4,0
2022-10-25,102.0,1275.07,7.683839114182497,80,59.0,Tuesday,10,4,0
2022-10-26,99.0,1278.43,8.989232135979035,76,64.0,Wednesday,10,4,0
2022-10-27,96.0,1183.64,4.382624659991661,75,62.0,Thursday,10,4,0
2022-10-28,93.0,1175.4,7.534424663992881,79,58.0,Friday,10,4,0
2022-10-29,68.6,1137.56,6.352906793804338,76,45.6,Saturday,10,4,0
2022-10-30,74.19999999999999,1257.67,6.529657814979984,86,52.0,Sunday,10,4,0
2022-10-31,106.0,1358.31,7.639520957720415,85,67.0,Monday,10,4,0
2022-11-01,102.0,1207.25,7.776820260387708,81,57.0,Tuesday,11,4,0
2022-11-02,98.0,1236.01,8.148540767831374,82,64.0,Wednesday,11,4,0
2022-11-03,99.0,1228.1,5.1093789544045976,77,54.0,Thursday,11,4,0
2022-11-04,94.0,1160.69,5.861795835868036,73,59.0,Friday,11,4,0
2022-11-05,71.39999999999999,1230.57,10.473992472197692,85,52.0,Saturday,11,4,1
2022-11-06,72.8,1339.77,7.20564654070431,78,49.6,Sunday,11,4,0
2022-11-07,105.0,1393.87,8.407011339351806,79,62.0,Monday,11,4,0
2022-11-08,106.0,1339.54,10.056117896077698,78,66.0,Tuesday,11,4,0
2022-11-09,101.0,1277.81,9.029040885543873,85,66.0,Wednesday,11,4,0
2022-11-10,98.0,1194.97,9.354090235427329,78,58.0,Thursday,11,4,0
2022-11-11,101.0,1201.5,10.21256431028576,74,58.0,Friday,11,4,0
2022-11-12,70.69999999999999,1261.74,4.355871107859843,85,47.2,Saturday,11,4,0
2022-11-13,74.89999999999999,1290.44,7.778464636896,83,48.0,Sunday,11,4,0
2022-11-14,105.0,1227.14,9.868069438452105,80,66.0,Monday,11,4,1
2022-11-15,105.0,1347.72,11.881914895053,83,61.0,Tuesday,11,4,0
2022-11-16,99.0,1280.72,9.417809360274997,87,59.0,Wednesday,11,4,0
2022-11-17,97.0,1171.73,7.778347835417341,76,61.0,Thursday,11,4,0
2022-11-18,100.0,1259.51,8.016887830795165,83,59.0,Friday,11,4,0
2022-11-19,70.0,1295.18,11.609123334041913,83,49.6,Saturday,11,4,0
2022-11-20,78.39999999999999,1415.29,9.597200852373398,92,51.2,Sunday,11,4,0
2022-11-21,104.0,1243.22,10.212644485817295,90,65.0,Monday,11,4,0
2022-11-22,101.0,1251.6,11.654293499924675,77,62.0,Tuesday,11,4,0
2022-11-23,104.0,1366.32,4.821207905456276,78,62.0,Wednesday,11,4,0
2022-11-24,100.0,1266.8,14.827786886029582,75,61.0,Thursday,11,4,0
2022-11-25,101.0,1289.25,9.57041520801355,80,57.0,Friday,11,4,0
2022-11-26,73.5,1330.48,11.724600241081646,79,50.400000000000006,Saturday,11,4,0
2022-11-27,74.89999999999999,1297.56,8.042090108816021,87,51.2,Sunday,11,4,0
2022-11-28,106.0,1290.3,10.81968819204919,85,60.0,Monday,11,4,0
